"title","share_title","share_description","content"
"治愈系器乐","治愈系器乐","遇见治愈系乐器声音，感受特色乐器与旋律的疗愈力量，开启神奇的声音SPA。","遇见治愈系乐器声音，感受特色乐器与旋律的疗愈力量，开启神奇的声音SPA。"
"正念积极习惯改变","正念积极习惯改变","运用正念彻底改变不想要或不健康的习惯，踏上健康、美好、自由、成功的人生之路。","我们的一生，不过是无数习惯的总和。今天起，运用正念彻底改变不想要或不健康的习惯，踏上健康、美好、自由、成功的人生之路。"
"畅谈","","","Now非官方冥想，一档不一定正经但很真实的节目"
"21天自我美好之旅","21天自我美好之旅","每天20分钟，爱上不完美的自己。","<img src=""https://resource.navoinfo.cn/Now/picture/courseImg/202201/61d7d612976c9.jpg"" style=""width:100%"" alt="""" />"
"唤醒身体疗愈力","唤醒身体疗愈力","跟随Julie，一起唤醒身体的复原力和疗愈力。","资深医学直觉疗愈师Julie老师继六天缓解焦虑课程之后再次推出新课！跟随老师一起唤醒身体的复原力和疗愈力。"
"夏日清凉冥想","","","在炎炎夏日，通过冥想，为您送来一份清凉，帮助你平息焦躁。"
"走出悲痛音乐故事","走出悲痛音乐故事","任何失去都有疗愈的可能","任何失去都有疗愈的可能"
"悲痛愈疗冥想音乐","悲痛愈疗冥想音乐","帮你走出悲痛和绝望，重新感受生命的希望、喜悦和美好","帮你走出悲痛和绝望，重新感受生命的希望、喜悦和美好"
"激发动力","激发动力","通过冥想给你带来清晰、活力和专注，推动你积极有效地行动，实现梦想。","通过冥想给你带来清晰、活力和专注，推动你积极有效地行动，实现梦想。"
"轻松应对焦虑","轻松应对焦虑","学会更好地应对焦虑，摆脱焦虑控制。","学会更好地应对焦虑，摆脱焦虑控制。"
"洗澡冥想","","","全身心享受这放松舒缓的洗澡时刻"
"暮色下的海滩","暮色下的海滩","欢迎来到暮色下的海滩，今晚，我将带你平和漫步到宁静的海滩，在那里你可以看日落，赏星空，全然放松，自然入眠。","欢迎来到暮色下的海滩，今晚，借助睡眠冥想和视觉化想象，我将带你平和漫步到宁静的海滩，在那里你可以看日落，赏星空，全然放松，自然入眠。"
"睡眠疗愈钢琴曲","睡眠疗愈钢琴曲","20首舒缓钢琴曲，帮助你改善睡眠、缓解压力，促进身心平衡。","20首舒缓钢琴曲，帮助你减压助眠，疗愈身心。"
"秋天的村庄","Now睡眠故事|秋天的村庄","欢迎来到秋日的村庄，今晚，我将指引你去到那个温暖舒适的家。屋外，秋风秋雨秋叶落，屋内，暖灯热饮炉火旺。","欢迎来到秋日的村庄，今晚，我将指引你去到那个温暖舒适的家。屋外，秋风秋雨秋叶落，屋内，暖灯热饮炉火旺。"
"数羊脑波","数羊脑波","轻快缓慢的数羊脑波音乐带你慢慢进入低Theta、Delta睡眠状态。慢慢放松身心，安然入睡。","轻快缓慢的数羊脑波音乐带你慢慢进入低Theta、Delta睡眠状态。慢慢放松身心，安然入睡。"
"深度睡眠","深度睡眠","让身体放松下来，跟随着脑波音乐跨越轻度睡眠，进入更高质量的深度睡眠。","让身体放松下来，跟随着脑波音乐跨越轻度睡眠，进入更高质量的深度睡眠。"
"10天减压助眠冥想","生活太累？10天减压助眠练习，帮你深度放松","10天循序渐进的引导练习，帮助你学会深度放松技巧，纾解压力，缓解焦虑，消除睡眠障碍，提升睡眠品质。","10天循序渐进的引导练习，帮助你学会深度放松技巧，纾解压力，缓解焦虑，消除睡眠障碍，提升睡眠品质。"
"生活场景冥想","","","活在当下，就要尽可能全身心地投入生活的每一个时刻。"
"童年缺失的心理营养，如何在成年后补足?","","","让你看到自己和他人行为背后的内心需求，全方位教你补足心理营养，习得幸福的能力。"
"重返睡眠","重返睡眠","帮助睡梦中惊醒的你快速重返睡眠。","帮助睡梦中惊醒的你快速重返睡眠。"
"缓解脱发冥想","","","通过缓解对脱发的焦虑、改善夜间睡眠、放松精神压力，舒缓精神性脱发。"
"雪中的小屋","Now睡眠故事|雪中的小屋","欢迎来到冬日雪中的小屋，今晚，我将带你漫步冬日仙境，踏着积雪，穿过山林，前往那个温暖舒适的雪中小屋。","欢迎来到冬日雪中的小屋，今晚，我将带你漫步冬日仙境，踏着积雪，穿过山林，前往那个温暖舒适的雪中小屋。"
"深度舒眠冥想","深度舒眠冥想","金颖。中国冥想心理学创始人，带你深度睡眠。","自然入睡，摆脱睡眠困扰"
"忘记你学过的，找到适合你的冥想","忘记你学过的，找到适合你的冥想","保持初心者心态，适合自己的冥想才是最好的","保持初心者心态，适合自己的冥想才是最好的"
"深度疗愈","深度疗愈","疗愈身体的疲劳与心灵的不安，重新回到身心平衡的健康状态。","疗愈身体的疲劳与心灵的不安，重新回到身心平衡的健康状态。"
"重拾举重若轻的心态","重拾举重若轻的心态","要想告别烦恼，最重要是学会举重若轻。","要想告别烦恼，最重要是学会举重若轻。"
"正念行走","正念行走","对自己的每一个步伐，都保持觉察。","对自己的每一个步伐，都保持觉察。"
"经典正念冥想之-山的冥想","经典正念冥想之-山的冥想","在冥想中，变成大山，和大山的力量挺拔相连。","在冥想中，变成大山，和大山的力量挺拔相连。"
"应对负面情绪的正念冥想","应对负面情绪的正念冥想","正念应对情绪，善待自己，关爱他人。","正念应对情绪，善待自己，关爱他人。"
"身体的觉知","身体的觉知","让生活在静观身心中找回柔软和智慧","让生活在静观身心中找回柔软和智慧"
"正念如何干预焦虑症","正念如何干预焦虑症","学会更好地应对焦虑，轻松生活。","学会更好地应对焦虑，轻松生活。"
"呼吸冥想之焦虑消融法","呼吸冥想之焦虑消融法","随呼吸把焦虑情绪消融、释放","随呼吸把焦虑情绪消融、释放"
"正念行走（续）-正念疗法的启发","正念行走（续）-正念疗法的启发","把正念融入日常生活中","把正念融入日常生活中"
"正念大脑休息术","正念大脑休息术","是时候让大脑真正的休息了~","是时候让大脑真正的休息了~"
"爱和自我疗愈","爱和自我疗愈","学会真正的爱和自我疗愈","学会真正的爱和自我疗愈"
"遇见未知的自己","遇见未知的自己","转向内在，发现未知的自己。","转向内在，发现未知的自己。"
"身心放松冥想","身心放松冥想","跟随Stella一起让身体深度放松","跟随Stella一起让身体深度放松"
"克服焦虑","克服焦虑","了解焦虑的本质才能更好地克服它","了解焦虑的本质才能更好地克服它"
"正念心脏康复","将正念应用到心血管疾病的康复","将正念应用到心血管疾病的康复","将正念应用到心血管疾病的康复"
"静观对儿童注意力与情绪的帮助","静观对儿童注意力与情绪的帮助","帮助孩子化解焦虑，提高专注力","帮助孩子化解焦虑，提高专注力"
"测试",1,1,1
"放松海洋钢琴曲","放松海洋钢琴曲","宁静、轻柔的钢琴曲，伴随着海浪拍打海滩的舒缓背景声音，非常适合放松、冥想。","宁静、轻柔的钢琴曲，伴随着海浪拍打海滩的舒缓背景声音，非常适合放松、冥想。"
"走出拖延困扰的有效方法","走出拖延困扰的有效方法","走出拖延困扰的有效方法","走出拖延，活在当下，恢复动力与活力。"
"让爱滋养你的身体","让爱滋养你的身体","带领老师：王勤。唱诵、声音以及冥想疗愈推广者和践行者。","一起来场身心的深度疗愈吧。"
"正念独处","正念独处","正念独处","一个人，也要正念地过。"
"压力与焦虑释放","玛吉薇蒳。中国首位听觉艺术学博士；音声疗愈导师；冥想静心导师。","玛吉薇蒳。中国首位听觉艺术学博士；音声疗愈导师；冥想静心导师。","学会纾解压力，缓解焦虑，达到深度的放松。"
"慈悲的身体扫描","赵全宇。中国人生科学学会心理学专业委员会副秘书长。","赵全宇。中国人生科学学会心理学专业委员会副秘书长。","通过慈悲感恩找会内心的平静。"
"身体扫描","","","关注身体才能安定身心，更真实地活在当下。"
"正念减肥：吃出好身材","正念减肥：吃出好身材","不节食，也能拥有好身材，你要做的只是改变吃的模式，改变你和食物的关系。","不节食，也能拥有好身材，你要做的只是改变吃的模式，改变你和食物的关系。"
"深入睡眠|冥冥之音","深入睡眠|冥冥之音","浩瀚宇宙之境，徘徊银河之间，冥想之地，放空身心，置身虚无，聆听宇宙间的冥冥之音。","浩瀚宇宙之境，徘徊银河之间，冥想之地，放空身心，置身虚无，聆听宇宙间的冥冥之音。"
"放松减压|指尖上的旋律","放松减压|指尖上的旋律","随着钢琴舒缓的旋律，平复内心的焦躁与不安，弹指间流向心灵最平静的湖面。","随着钢琴舒缓的旋律，平复内心的焦躁与不安，弹指间流向心灵最平静的湖面。"
"助眠三部曲|聆听大自然","助眠三部曲|聆听大自然","聆听大自然的乐章，让紧绷的情绪，随大自然的美妙声音飘向远方。","聆听大自然的乐章，让紧绷的情绪，随大自然的美妙声音飘向远方。"
"正念认知疗法MBCT初体验","唐婷婷。英国牛津大学正念中心MBCT正念认知疗法受训教师。","唐婷婷。英国牛津大学正念中心MBCT正念认知疗法受训教师。","本期，我们一起学习如何通过正念更好地滋养身心，减轻抑郁与情绪压力。"
"康菲尔德冥想练习","康菲尔德冥想练习","与杰克·康菲尔德一起，探索内在的勇气、爱和喜悦！","跟着大师学正念，与“杰克·康菲尔德”一起，探索内在的勇气、爱和喜悦！"
"康菲尔德文章阅读","康菲尔德文章阅读","跟着康老学正念，本专辑收录了杰克·康菲尔德精华文章，深化你的冥想练习及主题理解。","跟着康老学正念，本专辑收录了杰克·康菲尔德精华文章，深化你的冥想练习及主题理解。"
"疫情下的舒心冥想","我们是自己最好的守护者。","疫情之下，我们可以做出让自己身心安宁的选择。找回原有的平静与安宁，不被恐慌不安吞噬。","我们是自己最好的守护者。疫情之下，我们可以做出让自己身心安宁的选择。找回原有的平静与安宁，不被恐慌不安吞噬。"
